ts,Gen 1,Gen 2,Gen 3,Gen 4
26/02/2019 02:44:06,66.6488266,-2.542420149,69.4630127,49.75292969
26/02/2019 02:43:06,66.90761566,-2.542893887,68.45341492,49.82923889
26/02/2019 02:42:06,67.132164,-2.543367624,69.77902222,49.9055481
26/02/2019 02:41:06,66.9247818,-2.543841124,69.40039063,49.93625259
26/02/2019 02:40:06,67.00388336,-2.544314861,70.79771423,50.70990372
26/02/2019 02:39:06,67.0606842,-2.544788599,69.33361816,49.81351471
26/02/2019 02:38:06,66.96615601,-2.545262337,69.45026398,50.12107468
26/02/2019 02:37:06,67.23964691,-2.545735836,69.69725037,50.17591858
26/02/2019 02:36:06,67.30218506,-2.546209574,69.76172638,50.26570511
26/02/2019 02:35:06,67.36472321,-2.546683311,70.16043091,50.40678406
26/02/2019 02:34:06,67.46074677,-2.547157049,70.80290985,50.29014587
26/02/2019 02:33:06,67.89447021,-2.547630548,71.21466064,50.52849197
26/02/2019 02:32:06,68.02735901,-2.548104286,70.82183075,50.67203903
26/02/2019 02:31:06,67.65555573,-2.548578024,71.20050812,50.43444061
26/02/2019 02:30:06,67.66699219,-2.549051762,71.52603912,51.11481857
26/02/2019 02:29:06,67.50549316,-2.549525261,70.41930389,50.50696945
26/02/2019 02:28:06,67.29742432,-2.549998999,70.91002655,50.28455353
26/02/2019 02:27:06,66.8078537,-2.556918859,69.26185608,50.54180145
26/02/2019 02:26:06,66.85765839,-2.565807104,68.73751068,50.10468674
26/02/2019 02:25:06,66.8846817,-2.574695349,69.76971436,49.7946167
26/02/2019 02:24:06,66.67124939,-2.583583593,68.18261719,49.21285629
26/02/2019 02:23:06,66.16313171,-2.592471838,68.26438904,49.12447739
26/02/2019 02:22:06,66.24906921,-2.601360083,67.67555237,49.33742905
26/02/2019 02:21:06,66.27207947,-2.610248327,67.7137146,49.1541748
26/02/2019 02:20:06,65.84920502,-2.619136572,67.23510742,49.17684555
26/02/2019 02:19:06,66.10775757,-2.558593273,67.57198334,49.24922562
26/02/2019 02:18:06,65.71528625,-2.476846457,66.96278381,49.10497284
26/02/2019 02:17:06,65.76802063,-2.518649578,65.81852722,48.92773819
26/02/2019 02:16:06,65.820755,-2.601770163,66.93603516,49.23612595
26/02/2019 02:15:06,65.90252686,-2.613331079,66.68413544,49.31876373
26/02/2019 02:14:06,66.1615448,-2.603038311,67.22222137,49.35411453
26/02/2019 02:13:06,66.0990448,-2.592745543,67.29969025,49.56386566
26/02/2019 02:12:06,66.0365448,-2.582452774,67.52623749,49.36893463
26/02/2019 02:11:06,65.9332962,-2.572159767,67.67578888,49.09793854
26/02/2019 02:10:06,66.66421509,-2.561866999,67.00363922,49.00898743
26/02/2019 02:09:06,65.45505524,-2.55157423,66.96861267,48.95185852
26/02/2019 02:08:06,65.47298431,-2.541281462,67.05477142,48.99074173
26/02/2019 02:07:06,65.15666962,-2.530988693,65.55706024,49.04640579
26/02/2019 02:06:06,65.01879883,-2.520695925,65.51821136,49.10206985
26/02/2019 02:05:06,65.1171875,-2.510403156,65.88961792,49.15773392
26/02/2019 02:04:06,65.54956055,-2.500110388,66.38473511,49.37299728
26/02/2019 02:03:06,66.06293488,-2.489817619,66.81797791,49.37509918
26/02/2019 02:02:06,66.27767181,-2.479524851,67.16971588,49.33506012
26/02/2019 02:01:06,66.32922363,-2.469232082,69.03535461,49.68321609
26/02/2019 02:00:06,66.33443451,-2.458939314,68.80594635,49.7816925
26/02/2019 01:59:06,66.33963776,-3.075209141,67.55745697,50.04760742
26/02/2019 01:58:06,66.60394287,-3.283225536,69.34336853,49.83702087
26/02/2019 01:57:06,66.68717957,-3.284639835,68.98394012,49.68745804
26/02/2019 01:56:06,66.88096619,-3.286054134,69.11823273,49.55913162
26/02/2019 01:55:06,66.85109711,-3.287468672,69.14293671,49.72956467
26/02/2019 01:54:06,66.61995697,-3.288882971,68.72985077,49.53050232
26/02/2019 01:53:06,66.62278748,-3.29029727,67.77815247,49.25772095
26/02/2019 01:52:06,66.70898438,-3.291711807,67.79743195,50.15576553
26/02/2019 01:51:06,66.54033661,-3.293126106,69.16682434,49.1977272
26/02/2019 01:50:06,66.58496094,-3.293457031,67.60243988,49.97813416
26/02/2019 01:49:06,66.67203522,-3.293457031,66.78414917,49.12304688
26/02/2019 01:48:06,66.7292099,-3.293457031,68.09178925,49.19690323
26/02/2019 01:47:06,66.2758255,-3.293457031,66.61878967,49.22230911
26/02/2019 01:46:06,66.90218353,-3.293457031,67.28814697,49.1152916
26/02/2019 01:45:06,66.84020233,-3.293457031,68.07460022,49.9054985
26/02/2019 01:44:06,65.72859192,-3.293457031,66.75915527,48.98876953
26/02/2019 01:43:06,66.07144165,-3.293457031,66.7137146,49.12641144
26/02/2019 01:42:06,66.29680634,-3.293457031,66.52182007,49.0186615
26/02/2019 01:41:06,65.44619751,-3.293457031,66.1293869,48.91091537
26/02/2019 01:40:06,66.29230499,-3.293457031,68.06307983,49.84088516
26/02/2019 01:39:06,65.93787384,-3.293457031,66.39234924,49.31432343
26/02/2019 01:38:06,65.87421417,-3.293457031,66.99175262,48.87118912
26/02/2019 01:37:06,65.34252167,-3.293457031,65.6341629,47.8707695
26/02/2019 01:36:06,66.37624359,-3.293457031,63.03731155,48.00706482
26/02/2019 01:35:06,62.84924316,-3.293457031,61.82710648,48.13980103
26/02/2019 01:34:06,62.89023972,-3.293457031,63.49311447,49.34799194
26/02/2019 01:33:06,63.30953598,-3.293457031,65.55870056,49.23429489
26/02/2019 01:32:06,64.48962402,-3.293457031,65.59715271,49.2093544
26/02/2019 01:31:06,64.44228363,-3.293457031,65.55735016,48.37796021
26/02/2019 01:30:06,63.93547058,-3.293457031,65.47241974,48.63863754
26/02/2019 01:29:06,64.10015869,-3.293457031,65.51944733,48.90892792
26/02/2019 01:28:06,63.73222733,-3.293457031,65.68164063,48.80752182
26/02/2019 01:27:06,64.83992767,-3.293457031,66.09507751,49.95574188
26/02/2019 01:26:06,66.05754852,-3.293457031,66.98179626,49.81344604
26/02/2019 01:25:06,66.73709106,-3.296479225,69.81021118,49.71534348
26/02/2019 01:24:06,66.80154419,-3.300512075,68.02477264,50.00976563
26/02/2019 01:23:06,66.9061203,-3.304544687,68.86843872,50.24462128
26/02/2019 01:22:06,67.26535034,-3.308577538,69.59729767,49.85629654
26/02/2019 01:21:06,66.95394135,-3.312610388,68.45027924,49.74529266
26/02/2019 01:20:06,66.8953476,-3.316643238,68.88574982,49.95406342
26/02/2019 01:19:06,66.78192902,-3.320676088,69.89093018,49.68795013
26/02/2019 01:18:06,66.30727386,-3.3247087,67.95974731,49.44400024
26/02/2019 01:17:06,66.18534851,-3.32874155,68.40849304,49.43538284
26/02/2019 01:16:06,66.33085632,-3.332774401,67.01662445,49.38550568
26/02/2019 01:15:06,66.43822479,-3.336807251,68.40572357,49.35255814
26/02/2019 01:14:06,66.22251129,-3.340839863,67.49730682,49.47776794
26/02/2019 01:13:06,65.76167297,-3.344872713,66.91786957,49.33030701
26/02/2019 01:12:06,65.8562088,-3.348905563,66.54662323,49.21207047
26/02/2019 01:11:06,65.89816284,-3.352938414,66.57749176,49.28562164
26/02/2019 01:10:06,65.55245972,-3.244425297,67.59030914,49.30641174
26/02/2019 01:09:06,65.15328217,-3.274166346,65.94764709,48.86072922
26/02/2019 01:08:06,63.9680748,-3.293457031,65.46131897,48.65105438
26/02/2019 01:07:06,63.04436493,-3.293457031,64.91748047,47.76221848
26/02/2019 01:06:06,63.00195313,-3.293457031,62.71315002,47.44107437
26/02/2019 01:05:06,62.51144028,-3.293457031,60.6572876,47.10546494
26/02/2019 01:04:06,62.27355194,-3.293457031,60.64183426,47.49099731
26/02/2019 01:03:06,62.09389877,-3.293457031,60.31693268,47.59716415
26/02/2019 01:02:06,62.48396301,-3.293457031,61.82255554,47.86183929
26/02/2019 01:01:06,62.98570251,-3.293457031,63.20664597,47.57044601
26/02/2019 01:00:06,63.09537888,-3.293457031,62.1329155,47.30437088
26/02/2019 00:59:06,62.3656044,-3.293457031,61.17105103,46.57896042
26/02/2019 00:58:06,62.30302429,-3.293457031,60.6094017,46.46177292
26/02/2019 00:57:06,61.22344208,-3.293457031,59.39393234,46.71089935
26/02/2019 00:56:06,61.51491547,-3.293457031,60.08258438,47.09241104
26/02/2019 00:55:06,62.69649887,-3.298548937,61.40432739,47.47391891
26/02/2019 00:54:06,62.90502167,-3.305054426,61.11721039,47.54363251
26/02/2019 00:53:06,63.09886932,-3.311559916,62.4874649,47.78512955
26/02/2019 00:52:06,63.10926819,-3.318065643,62.09434891,48.12942886
26/02/2019 00:51:06,63.11708069,-3.324571133,62.85758972,48.24549103
26/02/2019 00:50:06,63.19519043,-3.331076622,63.95568085,48.66654968
26/02/2019 00:49:06,63.27429199,-3.337582111,64.79225922,48.58273315
26/02/2019 00:48:06,63.7215271,-3.344087601,64.92435455,48.2395401
26/02/2019 00:47:06,63.12092972,-3.35059309,64.73950195,47.60374069
26/02/2019 00:46:06,63.12996292,-3.357098579,63.74794388,47.09518433
26/02/2019 00:45:06,63.1592598,-3.363604069,62.76507568,47.00962067
26/02/2019 00:44:06,62.15665054,-3.306957483,60.09843063,47.25091171
26/02/2019 00:43:06,62.67713165,-3.229191542,60.81952667,47.56324768
26/02/2019 00:42:06,62.92451096,-3.242582321,61.47471237,47.6930809
26/02/2019 00:41:06,62.90530777,-3.283811569,63.72298813,47.75118637
26/02/2019 00:40:06,62.88610077,-3.272517443,63.51697922,47.614048
26/02/2019 00:39:06,62.86689377,-3.245183229,62.72843933,47.66027069
26/02/2019 00:38:06,62.84769058,-3.217848778,63.33525848,47.94576263
26/02/2019 00:37:06,62.82848358,-3.328540087,63.27154541,48.2851181
26/02/2019 00:36:06,62.89194489,-3.365234375,64.23828888,48.87790298
26/02/2019 00:35:06,63.17954254,-3.365234375,65.18527985,48.87694931
26/02/2019 00:34:06,63.76521301,-3.365234375,65.58486938,49.19659805
26/02/2019 00:33:06,65.8533783,-3.365234375,66.39459229,49.56846237
26/02/2019 00:32:06,66.5834198,-3.365234375,68.69077301,49.43599319
